region;departement;tranche;nb_decl_w_siret;nb_decl_wo_siret;nb_colonies
Occitanie;48;200 à 399;26;0;6950
Occitanie;48;400 à 699;4;0;1788
Occitanie;48;700 à 999;0;0;0
Occitanie;48;⩾ 1000;0;0;0
Occitanie;65;0 à 9;24;106;578
Occitanie;65;10 à 49;42;24;1423
Occitanie;65;50 à 99;14;1;1082
Occitanie;65;100 à 149;8;0;1021
Occitanie;65;150 à 199;4;0;769
Occitanie;65;200 à 399;21;0;5119
Occitanie;65;400 à 699;9;0;4387
Occitanie;65;700 à 999;2;0;1500
Occitanie;65;⩾ 1000;0;0;0
Occitanie;66;0 à 9;15;109;558
Occitanie;66;10 à 49;37;33;1366
Occitanie;66;50 à 99;21;4;1802
Occitanie;66;100 à 149;8;1;1008
Occitanie;66;150 à 199;7;0;1215
Occitanie;66;200 à 399;15;0;3825
Occitanie;66;400 à 699;6;0;3060
Occitanie;66;700 à 999;0;0;0
Occitanie;66;⩾ 1000;0;0;0
Occitanie;81;0 à 9;83;330;1878
Occitanie;81;10 à 49;123;96;4302
Occitanie;81;50 à 99;20;1;1352
Occitanie;81;100 à 149;10;0;1248
Occitanie;81;150 à 199;6;0;1062
Occitanie;81;200 à 399;9;0;2208
Occitanie;81;400 à 699;8;0;4025
Occitanie;81;700 à 999;9;0;7499
Occitanie;81;⩾ 1000;4;0;5052
Occitanie;82;0 à 9;32;151;809
Occitanie;82;10 à 49;69;30;2014
Occitanie;82;50 à 99;9;0;645
Occitanie;82;100 à 149;5;0;570
Occitanie;82;150 à 199;4;0;744
Occitanie;82;200 à 399;8;1;2298
Occitanie;82;400 à 699;2;0;1040
Occitanie;82;700 à 999;0;0;0
Occitanie;82;⩾ 1000;2;0;2383
Pays de la Loire;44;0 à 9;82;478;2240
Pays de la Loire;44;10 à 49;69;69;2553
Pays de la Loire;44;50 à 99;10;1;776
Pays de la Loire;44;100 à 149;2;1;361
Pays de la Loire;44;150 à 199;3;1;645
Pays de la Loire;44;200 à 399;10;0;2710
Pays de la Loire;44;400 à 699;5;0;2446
Pays de la Loire;44;700 à 999;0;0;0
Pays de la Loire;44;⩾ 1000;0;0;0
Pays de la Loire;49;0 à 9;34;337;1372
Pays de la Loire;49;10 à 49;48;48;1851
Pays de la Loire;49;50 à 99;6;1;443
Pays de la Loire;49;100 à 149;2;0;211
Pays de la Loire;49;150 à 199;3;0;524
Pays de la Loire;49;200 à 399;6;0;1555
Pays de la Loire;49;400 à 699;9;0;4751
Pays de la Loire;49;700 à 999;5;0;3696
Pays de la Loire;49;⩾ 1000;4;0;5210
Pays de la Loire;53;0 à 9;34;242;993
Pays de la Loire;53;10 à 49;41;29;1372
Pays de la Loire;53;50 à 99;4;0;306
Pays de la Loire;53;100 à 149;5;0;636
Pays de la Loire;53;150 à 199;3;0;500
Pays de la Loire;53;200 à 399;3;0;859
Pays de la Loire;53;400 à 699;3;0;1600
Pays de la Loire;53;700 à 999;0;0;0
Pays de la Loire;53;⩾ 1000;0;0;0
Pays de la Loire;72;0 à 9;78;291;1463
Pays de la Loire;72;10 à 49;60;43;1691
Pays de la Loire;72;50 à 99;5;0;317
Pays de la Loire;72;100 à 149;2;0;256
Pays de la Loire;72;150 à 199;1;0;189
Pays de la Loire;72;200 à 399;4;0;996
Pays de la Loire;72;400 à 699;2;0;1151
Pays de la Loire;72;700 à 999;0;0;0
Pays de la Loire;72;⩾ 1000;4;0;6551
Pays de la Loire;85;0 à 9;41;322;1484
Pays de la Loire;85;10 à 49;59;75;2593
Pays de la Loire;85;50 à 99;14;2;1133
Pays de la Loire;85;100 à 149;4;0;508
Pays de la Loire;85;150 à 199;1;0;160
Pays de la Loire;85;200 à 399;17;0;4356
Pays de la Loire;85;400 à 699;4;0;2134
Pays de la Loire;85;700 à 999;5;0;3972
Pays de la Loire;85;⩾ 1000;2;0;2295
Provence-Alpes-Côte d'Azur;04;0 à 9;16;214;1068
Provence-Alpes-Côte d'Azur;04;10 à 49;66;88;3376
Provence-Alpes-Côte d'Azur;04;50 à 99;31;9;2770
Provence-Alpes-Côte d'Azur;04;100 à 149;12;2;1693
Provence-Alpes-Côte d'Azur;04;150 à 199;19;0;3228
Provence-Alpes-Côte d'Azur;04;200 à 399;49;0;13298
Provence-Alpes-Côte d'Azur;04;400 à 699;17;0;8147
Provence-Alpes-Côte d'Azur;04;700 à 999;3;0;2154
Provence-Alpes-Côte d'Azur;04;⩾ 1000;1;0;1170
Provence-Alpes-Côte d'Azur;05;0 à 9;23;234;1363
Provence-Alpes-Côte d'Azur;05;10 à 49;70;83;3180
Provence-Alpes-Côte d'Azur;05;50 à 99;21;0;1572
Provence-Alpes-Côte d'Azur;05;100 à 149;19;0;2111
Provence-Alpes-Côte d'Azur;05;150 à 199;13;0;2163
Provence-Alpes-Côte d'Azur;05;200 à 399;29;0;7209
Provence-Alpes-Côte d'Azur;05;400 à 699;5;0;2176
Provence-Alpes-Côte d'Azur;05;700 à 999;0;0;0
Provence-Alpes-Côte d'Azur;05;⩾ 1000;0;0;0
Provence-Alpes-Côte d'Azur;06;0 à 9;61;309;1577
Provence-Alpes-Côte d'Azur;06;10 à 49;108;84;3339
Provence-Alpes-Côte d'Azur;06;50 à 99;16;4;1280
Provence-Alpes-Côte d'Azur;06;100 à 149;11;0;1278
Provence-Alpes-Côte d'Azur;06;150 à 199;4;0;705
Provence-Alpes-Côte d'Azur;06;200 à 399;14;1;3431
Provence-Alpes-Côte d'Azur;06;400 à 699;2;0;1010
Provence-Alpes-Côte d'Azur;06;700 à 999;1;0;984
Provence-Alpes-Côte d'Azur;06;⩾ 1000;0;0;0
Provence-Alpes-Côte d'Azur;13;0 à 9;127;387;2161
Provence-Alpes-Côte d'Azur;13;10 à 49;156;71;4469
Provence-Alpes-Côte d'Azur;13;50 à 99;28;4;2110
Provence-Alpes-Côte d'Azur;13;100 à 149;10;0;1152
Provence-Alpes-Côte d'Azur;13;150 à 199;6;0;1022
Provence-Alpes-Côte d'Azur;13;200 à 399;27;0;7188
Provence-Alpes-Côte d'Azur;13;400 à 699;16;0;7635
Provence-Alpes-Côte d'Azur;13;700 à 999;2;0;1400
Provence-Alpes-Côte d'Azur;13;⩾ 1000;2;0;2700
Provence-Alpes-Côte d'Azur;83;0 à 9;48;348;1666
Provence-Alpes-Côte d'Azur;83;10 à 49;97;65;3344
Provence-Alpes-Côte d'Azur;83;50 à 99;27;2;1929
Provence-Alpes-Côte d'Azur;83;100 à 149;14;0;1536
Provence-Alpes-Côte d'Azur;83;150 à 199;14;3;2924
Provence-Alpes-Côte d'Azur;83;200 à 399;38;0;10086
Provence-Alpes-Côte d'Azur;83;400 à 699;16;0;7889
Provence-Alpes-Côte d'Azur;83;700 à 999;2;0;1517
Provence-Alpes-Côte d'Azur;83;⩾ 1000;2;0;3703
Provence-Alpes-Côte d'Azur;84;0 à 9;30;225;1127
Provence-Alpes-Côte d'Azur;84;10 à 49;61;102;3345
Provence-Alpes-Côte d'Azur;84;50 à 99;22;6;1975
Provence-Alpes-Côte d'Azur;84;100 à 149;8;2;1139
Provence-Alpes-Côte d'Azur;84;150 à 199;17;1;3006
Provence-Alpes-Côte d'Azur;84;200 à 399;37;0;9638
Provence-Alpes-Côte d'Azur;84;400 à 699;15;0;7062
Provence-Alpes-Côte d'Azur;84;700 à 999;0;0;0
Provence-Alpes-Côte d'Azur;84;⩾ 1000;0;0;0
Etranger;99;0 à 9;4;25;119
Etranger;99;10 à 49;5;8;232
Etranger;99;50 à 99;1;0;58
Etranger;99;100 à 149;0;0;0
Etranger;99;150 à 199;0;0;0
Etranger;99;200 à 399;0;0;0
Etranger;99;400 à 699;0;1;400
Etranger;99;700 à 999;0;0;0
Etranger;99;⩾ 1000;0;0;0
